,c<,c>,o<,o>,r<,r>,r<,r>,e<,e>,c<,c>,t<,t>,h<,h>,o<,o>,r<,r>,s<,s>,e<,e>
0,70.48119854927063,0.06891608238220215,0.05975174903869629,0.060111284255981445,0.20122718811035156,0.05869722366333008,0.07039999961853027,0.05959486961364746,0.09254598617553711,0.08780264854431152,0.059943199157714844,0.08003377914428711,0.1324024200439453,0.05720353126525879,0.3508036136627197,0.04913330078125,0.12027478218078613,0.04964637756347656,0.021254777908325195,0.06891655921936035,0.17026376724243164,0.06970858573913574,0.019899606704711914,0.040987253189086914
1,1.0512681007385254,0.048630475997924805,0.029088258743286133,0.03984951972961426,0.11091351509094238,0.03903794288635254,0.08098340034484863,0.0692138671875,0.06075000762939453,0.06921529769897461,0.08075094223022461,0.05940699577331543,0.1304330825805664,0.039810895919799805,0.49010539054870605,0.049559593200683594,0.12075185775756836,0.059177398681640625,0.021962642669677734,0.05898118019104004,0.11964535713195801,0.08975768089294434,0.030136585235595703,0.049494266510009766
2,0.48036789894104004,0.05859112739562988,0.050154924392700195,0.059897661209106445,0.06082034111022949,0.0289304256439209,0.07081866264343262,0.06949663162231445,0.08029007911682129,0.07070636749267578,0.07951712608337402,0.06950998306274414,0.13083624839782715,0.04905819892883301,0.6006300449371338,0.059417009353637695,0.11053657531738281,0.0,0.04955339431762695,0.05007529258728027,0.12978434562683105,0.0806572437286377,0.01896071434020996,0.049431800842285156
3,0.6309130191802979,0.05901217460632324,0.07060670852661133,0.03934502601623535,0.08078289031982422,0.04923558235168457,0.06029033660888672,0.07993507385253906,0.05037045478820801,0.07053732872009277,0.08023214340209961,0.04972267150878906,0.1405620574951172,0.05857062339782715,0.5907275676727295,0.04909181594848633,0.12005352973937988,0.04993486404418945,0.009802818298339844,0.07162189483642578,0.13923907279968262,0.0899515151977539,0.0203554630279541,0.059310197830200195
4,1.0909171104431152,0.05124020576477051,0.04856133460998535,0.04916858673095703,0.09193611145019531,0.04805731773376465,0.0706489086151123,0.07951688766479492,0.04086756706237793,0.08966231346130371,0.0806884765625,0.06888055801391602,0.13138508796691895,0.0584564208984375,0.8205735683441162,0.0592646598815918,0.12083888053894043,0.05948495864868164,0.0001342296600341797,0.059722185134887695,0.12062382698059082,0.06936883926391602,0.019989490509033203,0.04991316795349121
5,0.9300117492675781,0.048732757568359375,0.05016970634460449,0.049677371978759766,0.1105048656463623,0.059508562088012695,0.09043669700622559,0.06056332588195801,0.07183670997619629,0.0776519775390625,0.09001421928405762,0.05946993827819824,0.17078685760498047,0.03902888298034668,0.5310795307159424,0.04922008514404297,0.12152862548828125,0.04945063591003418,0.019877195358276367,0.05910968780517578,0.700843334197998,0.0,0.049073219299316406,0.05006551742553711
6,0.7508814334869385,0.0792691707611084,0.0712282657623291,0.0486757755279541,0.25167298316955566,0.039098501205444336,0.08953022956848145,0.05972409248352051,0.0905008316040039,0.0805201530456543,0.10063552856445312,0.07839560508728027,0.17065739631652832,0.05913829803466797,0.3706848621368408,0.059578895568847656,0.14058423042297363,0.0,0.039032936096191406,0.05907797813415527,0.1412975788116455,0.07890462875366211,9.632110595703125e-05,0.07951927185058594
7,0.7214400768280029,0.04850935935974121,0.04030013084411621,0.060037851333618164,0.08066630363464355,0.049091339111328125,0.0806891918182373,0.07044053077697754,0.07037878036499023,0.058470964431762695,0.0919334888458252,0.08864331245422363,0.18022680282592773,0.059450387954711914,0.26032114028930664,0.05968666076660156,0.1206521987915039,0.06919717788696289,0.010930061340332031,0.08928513526916504,0.3306772708892822,0.0,0.09099745750427246,0.05923581123352051
8,0.6512503623962402,0.05909252166748047,0.06147623062133789,0.04837536811828613,0.11037898063659668,0.039602041244506836,0.051506757736206055,0.07876396179199219,0.06055259704589844,0.06961345672607422,0.0804452896118164,0.049077749252319336,0.18059563636779785,0.05964541435241699,0.3503706455230713,0.05949807167053223,0.11120986938476562,0.05887484550476074,0.00012254714965820312,0.07984590530395508,0.10145807266235352,0.09861993789672852,0.010108470916748047,0.08010101318359375
9,0.6620264053344727,0.05795693397521973,0.0517425537109375,0.05808663368225098,0.09068012237548828,0.04934501647949219,0.07057666778564453,0.07044696807861328,0.06954121589660645,0.06943225860595703,0.09078788757324219,0.08063387870788574,0.15944409370422363,0.05926704406738281,0.311445951461792,0.0587310791015625,0.12055039405822754,0.04941296577453613,0.00010895729064941406,0.05995774269104004,0.16063904762268066,0.07946467399597168,0.031133174896240234,0.0586240291595459
